"id","userId","searchDate","networkCount","reason","caseNumber","offenseType"
"92290922-7358-41a1-9951-d7f7fc2a663d","***","2026-08-28T16:49:18.809Z","1143","Shoplifting","2026007022","Larceny/Theft Offenses"
"36adfad8-c19e-441c-8f09-9e5d2cfeec1b","***","2026-08-28T19:06:59.136Z","1072","Drug Investigation","G7-26-0017","Drugs/Narcotics"
"7a8542b6-dae9-46d7-89ca-259e3ca11125","***","2026-08-28T21:34:37.600Z","2","Hit & Run","202600560808","Driving Under the Influence (DUI/DWI/OWI/OVI)"
"ed8ef3f0-a61b-493f-b0f0-b93ae3af0200","***","2026-08-29T04:26:59.124Z","2","Mental Health/Community Wellness","202600561389","Missing/Endangered Person/Runaway"
"6bdadba8-6096-49f6-bad3-ae42600f45cf","***","2026-08-29T18:32:52.864Z","1","Malicious Injury","202600562432","Destruction/Damage/Vandalism of Property"
"71c157bc-51e4-445e-816d-fe80e697e642","***","2026-08-29T18:48:34.710Z","2","Malicious Injury","2026007062","Destruction/Damage/Vandalism of Property"
"2c705c43-dc16-43e0-8de6-73946f9a783b","***","2026-08-30T00:15:27.424Z","1141","Shoplifting","202600563057","Stolen Property Offenses"
"376ec40b-63a0-4792-882b-7dfa8fc6907c","***","2026-08-30T21:00:03.985Z","2","Hit & Run","2026007101","Hit and Run/Car Accident"
"380e7320-8d97-4d47-93bb-e2ef1fb9cc23","***","2026-08-31T11:05:11.876Z","2","Shoplifting","2026007022","Larceny/Theft Offenses"
"2cfec27f-3840-4a29-b6eb-bb14f2fe1df9","***","2026-08-31T11:39:01.337Z","2","Drug Investigation","202600565800","Traffic Infraction"
"22a427ba-aa65-426d-837c-693709a986ed","***","2026-08-31T11:48:25.939Z","1142","Wanted Subject","2026006036","Wanted Person (Arrest Warrant/Fugitive)"
"dd6a1650-5d7e-4d3f-bd44-977140159875","***","2026-08-31T12:38:45.243Z","2","Malicious Injury","2026007103","Destruction/Damage/Vandalism of Property"
"cf11a311-5566-418f-bfed-b6c43c991712","***","2026-08-31T14:16:45.183Z","1","Malicious Injury","2026007064","Destruction/Damage/Vandalism of Property"
"0603a994-6446-4c06-8a87-7cc2390286f9","***","2026-08-31T14:26:13.031Z","5","Shoplifting","CAD 202600566131","Larceny/Theft Offenses"
"d600bfd4-d30b-442a-81d2-d6c114e44620","***","2026-08-31T15:07:27.667Z","2","Shoplifting","2026007032","Larceny/Theft Offenses"
"ad2606e2-0948-49b0-9bae-901e32ab9d8e","***","2026-08-31T15:19:35.425Z","2","Hit & Run","2026007043","Traffic Infraction"
"cba3eee1-92b9-4232-8967-dce7c95b8f8d","***","2026-08-31T15:25:06.543Z","5","Shoplifting","2026007122","Larceny/Theft Offenses"
"ee2c132f-2298-45c8-be61-481897bf5c54","***","2026-08-31T17:10:48.224Z","2","Fraud","2026006275","Financial Crime (Embezzlement/Fraud)"
"2a4ba94d-e589-4df5-9828-c2de54cdbfaf","***","2026-08-31T17:30:30.764Z","1065","Road Rage","GFG7-26-9227","Traffic Infraction"
"de0d4107-8263-4e1a-876a-7585320e14ee","***","2026-08-31T18:37:28.482Z","1132","Drug Investigation","202600566599","Traffic Infraction"
"7cb6a4a7-0a01-449c-a34c-fe65b5ec1fa2","***","2026-08-31T20:55:41.125Z","5","Missing Person","CAD 202600566815","Missing/Endangered Person/Runaway"
"25aa323b-6973-4b72-8649-cbdbcedc45e2","***","2026-08-31T21:01:04.345Z","1130","Missing Person","CAD 202600566815","Missing/Endangered Person/Runaway"
"fc34ddff-8e01-4959-9ed7-4f82e901cf04","***","2026-09-01T10:23:29.400Z","1130","Wanted Subject","2026007123","Wanted Person (Arrest Warrant/Fugitive)"
"2af2febe-7988-4646-8d2f-e8c2f378f8ba","***","2026-09-01T13:21:54.561Z","2","Missing Person","202600568021","Missing/Endangered Person/Runaway"
"ee18212c-62dd-4765-b2da-a6f57b95ad08","***","2026-09-01T16:52:12.986Z","1118","Wanted Subject","2026004391","Wanted Person (Arrest Warrant/Fugitive)"
"ab68c74f-0265-44d7-bfd3-019bf78bd9aa","***","2026-09-01T17:35:57.327Z","1117","Fraud","2026006275","Financial Crime (Embezzlement/Fraud)"
"6757667c-5216-45b9-bdd5-8ffd7bd1b361","***","2026-09-01T18:04:19.585Z","1044","Drug Investigation","G7-26-0017","Drugs/Narcotics"
