"id","userId","searchDate","networkCount","reason"
"b5b17fac-e9d6-442f-b98d-94a04e748cfe","***","2026-08-13T13:35:53.003Z","974",""
"4804e1a7-66c2-4151-8df7-6e8630c5f1b8","***","2026-08-13T14:41:23.637Z","974",""
"623e67b6-d7b6-4fb1-9c2e-ff6452556fc0","***","2026-08-13T15:03:43.985Z","974",""
"1788af00-0901-4a62-8d0c-2abeec8619a5","***","2026-08-13T16:05:48.582Z","974",""
"789080ab-57f9-48ee-b54a-2322d0925123","***","2026-08-13T18:59:42.332Z","974",""
"0076c494-db2b-44d0-9b97-cc3de9abc31c","***","2026-08-13T19:00:23.510Z","974",""
"a893d9b1-412e-4eb7-a026-42289d8d6220","***","2026-08-14T13:06:25.909Z","10",""
"5efafdd5-ab46-4ec6-97e9-832edf6f0904","***","2026-08-14T14:53:41.440Z","1016","Inv. on someone taking city property"
"8137b060-3f0b-4b8a-8bb1-1cca208ea8fe","***","2026-08-14T15:09:30.965Z","1016","Inv. on someone taking city property"
"926e4daf-763e-4df5-9f42-5ecefb0cba9d","***","2026-08-14T15:09:58.158Z","973",""
"5eb847a9-006e-47d0-9201-b7a38394fcac","***","2026-08-14T16:10:03.318Z","972",""
"52441a24-8d9d-4177-aef9-983c99c24773","***","2026-08-14T17:02:34.956Z","972",""
"177fc076-482c-41dd-9611-e62ebd7aee7c","***","2026-08-14T19:17:04.294Z","1015",""
"665b9234-5a56-46a0-8310-2b097db5b93b","***","2026-08-14T20:00:46.967Z","1015",""
"d056c2ab-4c8d-4030-b963-e86a949057df","***","2026-08-14T20:12:18.384Z","1015","Suspects vehicle"
"83a44e98-eb8f-439d-94c0-cd4c498d483c","***","2026-08-16T20:53:19.960Z","5",""
"d94db03d-7d5f-4097-b274-693998a33dfa","***","2026-08-22T23:31:28.480Z","5",""
"57bad476-2a7e-4181-8da7-0d7b5fd7423f","***","2026-08-24T16:31:44.632Z","964",""
"925552f6-a4b0-4a1a-86da-a6e17c17eb36","***","2026-08-31T16:14:45.641Z","956",""
"c158ccc7-bebe-4fd9-aa48-8054bd96c0ef","***","2026-09-02T19:46:26.795Z","942",""
"f3e1b0d9-c0c5-4e30-9058-fee97755a178","***","2026-09-02T20:00:34.635Z","942",""
"9a27fe94-c740-401c-8442-30639ede2fcf","***","2026-09-05T20:28:44.480Z","981",""
"50488a59-2254-44c1-90b2-1d11d13d8e70","***","2026-09-08T17:43:22.951Z","939",""
