"id","userId","searchDate","networkCount","reason"
"ea357728-c154-4f1b-877e-a6aebef8609b","***","2026-07-01T00:22:10.205Z","381",""
"d6d8bb54-9265-40fa-a35b-74576e7ec7d1","***","2026-07-01T00:22:14.639Z","381",""
"554ce191-55c2-4738-b574-3ddd01500302","***","2026-07-01T16:21:34.247Z","2",""
"ffbe560c-8558-4698-9c32-527818d141e3","***","2026-07-01T21:17:56.244Z","381",""
"04962628-ad10-4ae0-93d3-a85517d41ff8","***","2026-07-02T01:37:27.962Z","381",""
"f8bc7f00-0edb-425e-a4c0-231eb8cbbbd4","***","2026-07-02T02:06:12.169Z","381",""
"e40816fe-d4f8-40c8-abb0-022e26ce3d90","***","2026-07-02T03:43:44.979Z","381",""
"aedb477b-330c-4b75-a4fa-3697647d415c","***","2026-07-02T09:43:55.825Z","381",""
"0d2bf5f6-e5d7-4cc9-8196-9212f36a842c","***","2026-07-02T18:43:58.762Z","2","narcotics"
"0eeedf78-8d40-4db4-8867-fdbbcc381229","***","2026-07-03T02:18:51.181Z","300","Warrant"
"ebcaaae1-5d15-4924-a4df-4dea555125ab","***","2026-07-03T04:03:28.338Z","339",""
"5ac49815-717f-4781-bb09-55077d2a9a60","***","2026-07-03T21:28:25.050Z","381","Hit and Run traffic collision"
"c1d1634c-891a-4c55-ae86-b6614146c591","***","2026-07-03T23:24:48.181Z","2",""
"613b965b-ea52-46a1-943e-bce739c27dc6","***","2026-07-04T08:18:07.875Z","2",""
"f2c8e975-6dee-4fed-b702-8b8f24785863","***","2026-07-05T03:22:27.888Z","339",""
"cdcb4cee-b871-4d2d-9955-72a60e4cca2b","***","2026-07-05T21:39:33.001Z","381",""
"a4dca199-68ed-44b4-8daa-e11439d77b1f","***","2026-07-06T01:28:17.497Z","300",""
"21bb528d-c37d-4091-8e10-b16141db2955","***","2026-07-06T02:21:20.384Z","339",""
"3481d883-bf81-47c5-9fbb-e57af26de6b0","***","2026-07-06T03:50:21.386Z","381",""
