"id","userId","searchDate","networkCount","reason","caseNumber"
"98665a73-a469-40fa-a86f-61f3b2c254fc","***","2026-05-29T19:15:37.063Z","2","PDR","PDR"
"13c77d19-187a-44fe-9c36-084d8c16bd7e","***","2026-06-02T06:51:49.069Z","2","Missing endangered.","26-10605"
"6b843675-64ad-4937-b96c-c1ee715fb0ec","***","2026-06-10T20:30:56.287Z","72","Investigation","GFRE-26-9291"
"2169beef-7502-4ed7-8b25-28fc51af7407","***","2026-06-19T01:44:10.255Z","73","tf/vucsa","pj26-22"
"8a658573-89f1-4419-b75b-5579947ecdc3","***","2026-06-23T08:04:31.401Z","80","RO HAS BEEN REPORTED MISSING BY WIFE. LAST SEEN DRIVING THIS VEH","26-11991"
"ffc0ed69-c3d1-4718-868e-d0c8e2bbc9f3","***","2026-06-23T20:04:28.127Z","72","tf/vucsa","pj26-22"
"ec951857-922f-46ab-a0f2-06e7ddd6d0ba","***","2026-06-25T07:31:12.443Z","72","AL SCSO","26-84367"
